Cliente;Grupo_de_Cliente;Country;Proyecto;Producto;SearchName;ProductLine;BusinessUnit;ProductGroupId;Grupo_de_Producto;LINENUM;SALESQTY;SALESPRICE;SALESUNIT;Unidad_Monetaria;Monto;DATE;Sede_de_la_empresa_a_la_que_se_le_pidio_el_producto
C9344;Cliente;USA;PJ-21-2059;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;17/09/2021__19:56:54;Sede1
C011550;Cliente;USA;PJ-22-0807;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;14/03/2022__20:08:53;Sede1
C9344;Cliente;USA;PJ-21-2059;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;1;-1;0;SRV;USD;0;8/11/2021__18:34:39;Sede1
C9344;Cliente;USA;PJ-21-2059;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;1;1;0;SRV;USD;0;8/11/2021__18:33:52;Sede1
C0624;Cliente;USA;PJ-21-1473;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;8;1;0;SRV;USD;0;12/10/2021__17:56:12;Sede1
C8769;Cliente;USA;PJ-21-1240;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;10;1;0;SRV;USD;0;25/09/2021__18:59:24;Sede1
C8769;Cliente;USA;PJ-21-1240;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;9;-1;0;SRV;USD;0;25/09/2021__18:58:05;Sede1
C9424;Cliente;NULL;PJ-21-2117;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;4;1;175;SRV;USD;175;20/09/2021__21:43:44;Sede1
C015535;Cliente;USA;PJ-23-0019;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;11/04/2023__19:17:40;Sede1
C015535;Cliente;USA;PJ-23-0019;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;1;-1;175;SRV;USD;-175;11/04/2023__19:17:06;Sede1
C015535;Cliente;USA;PJ-23-0019;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;3;1;175;SRV;USD;175;11/01/2023__14:06:00;Sede1
C2055;Cliente;USA;PJ-22-3902-02;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;22/11/2022__17:47:16;Sede1
C014714;Cliente;USA;PJ-22-3572;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;1;175;SRV;USD;175;20/10/2022__19:54:13;Sede1
C014461;Cliente;USA;PJ-22-3386;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;10/10/2022__21:06:00;Sede1
C012312;Cliente;USA;PJ-22-2061;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;175;SRV;USD;175;29/06/2022__21:58:46;Sede1
C9332;Cliente;USA;PJ-22-1954;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;1;175;SRV;USD;175;21/06/2022__18:28:46;Sede1
C0018;Cliente;USA;PJ-22-1754;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;1/06/2022__19:09:50;Sede1
C0018;Cliente;USA;PJ-22-1433;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;4/05/2022__21:42:31;Sede1
C0018;Cliente;USA;PJ-22-0443;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;2/05/2022__13:09:44;Sede1
C0018;Cliente;USA;PJ-22-0443;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;2;-1;250;SRV;USD;-250;2/05/2022__13:08:40;Sede1
C9824;Cliente;NULL;PJ-21-2283;3188;Start_Up_7kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;27/09/2021__22:39:25;Sede1
C9569;Cliente;USA;PJ-21-2112;3188;Start_Up_7kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;20/09/2021__21:41:16;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;1;1050;SRV;USD;1050;12/01/2023__15:23:26;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;1;650;SRV;USD;650;3/11/2022__16:57:29;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;-1;650;SRV;USD;-650;3/11/2022__20:43:07;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;1;650;SRV;USD;650;3/11/2022__20:35:57;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;1;650;SRV;USD;650;19/04/2022__14:04:46;Sede1
C013951;Cliente;USA;PJ-22-3068;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;3;1;150;SRV;USD;150;22/09/2022__16:09:06;Sede1
C013912;Cliente;USA;PJ-22-3046;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;3;1;175;SRV;USD;175;21/09/2022__21:33:12;Sede1
C013798;Cliente;USA;PJ-22-3015;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;20/09/2022__22:04:49;Sede1
C013547;Cliente;USA;PJ-22-2818;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;6;1;0;SRV;USD;0;6/09/2022__21:35:46;Sede1
C013304;Cliente;USA;PJ-22-2696;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;29/08/2022__22:45:03;Sede1
C013547;Cliente;USA;PJ-22-2818;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;6/10/2022__15:18:17;Sede1
C013547;Cliente;USA;PJ-22-2818;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;2;-1;0;SRV;USD;0;6/10/2022__15:09:48;Sede1
C013798;Cliente;USA;PJ-22-3015;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;9;1;0;SRV;USD;0;30/09/2022__18:11:52;Sede1
C013798;Cliente;USA;PJ-22-3015;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;5;-1;0;SRV;USD;0;30/09/2022__18:06:23;Sede1
C0005;Cliente;USA;PJ-22-3036;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;3;1;500;SRV;USD;500;26/09/2022__15:21:02;Sede1
C013011;Cliente;USA;PJ-22-3872;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;4;1;300;SRV;USD;300;8/05/2023__20:03:36;Sede1
C013011;Cliente;USA;PJ-22-3872;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;3;1;300;SRV;USD;300;18/11/2022__14:45:09;Sede1
C1040;Cliente;USA;PJ-22-0258;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;2;1;500;SRV;USD;500;4/02/2022__19:29:58;Sede1
C8841;Cliente;USA;PJ-21-1573;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;15/12/2021__21:00:14;Sede1
C9242;Cliente;USA;PJ-21-1738;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;3;1;0;SRV;USD;0;7/09/2021__20:39:04;Sede1
C013011;Cliente;USA;PJ-22-3872;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;3;1;300;SRV;USD;300;9/05/2023__18:43:23;Sede1
C013011;Cliente;USA;PJ-22-3872;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;3;-1;300;SRV;USD;-300;9/05/2023__18:41:08;Sede1
C9426;Cliente;USA;PJ-21-1943-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;180;SRV;USD;180;20/04/2023__19:36:11;Sede1
C010027;Cliente;NULL;PJ-21-2365-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;23/02/2022__16:08:26;Sede1
C010027;Cliente;NULL;PJ-21-2365-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;-1;150;SRV;USD;-150;16/02/2022__18:22:07;Sede1
C010027;Cliente;NULL;PJ-21-2365-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;16/02/2022__17:55:59;Sede1
C010027;Cliente;NULL;PJ-21-2365-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;14/10/2021__18:37:55;Sede1
C013376;Cliente;USA;PJ-22-2645-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;25/08/2022__20:30:39;Sede1
C9001;Cliente;USA;PJ-22-2278-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;23/08/2022__18:14:17;Sede1
C010377;Cliente;NULL;PJ-22-1096-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;13/04/2022__15:08:15;Sede1
C014714;Cliente;USA;PJ-23-0529-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;180;SRV;USD;180;23/03/2023__19:55:43;Sede1
C015452;Cliente;USA;PJ-22-4148-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;30/12/2022__20:20:53;Sede1
C010027;Cliente;NULL;PJ-21-2365-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;7/11/2022__19:22:15;Sede1
C013837;Cliente;USA;PJ-22-3001-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;450;SRV;USD;450;19/10/2022__21:08:26;Sede1
C013389;Cliente;USA;PJ-22-2647;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;225;SRV;USD;225;26/08/2022__02:04:11;Sede1
C1607;Cliente;USA;PJ-21-2356;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;225;SRV;USD;225;2/10/2021__15:40:53;Sede1
C8867;Cliente;USA;PJ-21-1443;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;6;1;0;SRV;USD;0;18/09/2021__14:52:35;Sede1
C9890;Cliente;USA;PJ-21-1413;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;18/09/2021__14:49:43;Sede1
C8739;Cliente;USA;PJ-21-1175;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;6;1;0;SRV;USD;0;18/09/2021__14:01:30;Sede1
C012357;Cliente;USA;PJ-22-2302;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;22/07/2022__11:36:45;Sede1
C012357;Cliente;USA;PJ-22-1748;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;3;1;0;SRV;USD;0;1/06/2022__17:40:16;Sede1
C012357;Cliente;USA;PJ-22-1747;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;3;1;0;SRV;USD;0;1/06/2022__17:38:40;Sede1
C012292;Cliente;USA;PJ-22-1633;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;225;SRV;USD;225;24/05/2022__14:29:11;Sede1
C8867;Cliente;USA;PJ-22-1029;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;3;1;0;SRV;USD;0;5/04/2022__19:10:10;Sede1
C9890;Cliente;USA;PJ-21-4019;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;10/02/2022__20:24:09;Sede1
C3120;Cliente;DOM;PJ-21-3824;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;8/12/2021__10:42:51;Sede1
C1607;Cliente;USA;PJ-21-2356;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;3;1;0;SRV;USD;0;22/11/2021__22:05:51;Sede1
C1607;Cliente;USA;PJ-21-2356;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;1;-1;225;SRV;USD;-225;22/11/2021__21:50:03;Sede1
C8739;Cliente;USA;PJ-21-1175;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;1;-1;0;SRV;USD;0;17/11/2021__01:52:45;Sede1
C016424;Cliente;USA;PJ-23-0775;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;2;1;275;SRV;USD;275;28/04/2023__12:52:23;Sede1
C015716;Cliente;USA;PJ-23-0130;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;5;1;225;SRV;USD;225;31/03/2023__16:11:41;Sede1
C015716;Cliente;USA;PJ-23-0130;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;5;-1;225;SRV;USD;-225;31/03/2023__16:10:54;Sede1
C015719;Cliente;USA;PJ-23-0137;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;2;1;225;SRV;USD;225;31/01/2023__20:06:49;Sede1
C015716;Cliente;USA;PJ-23-0130;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;5;1;225;SRV;USD;225;31/01/2023__15:44:38;Sede1
C3120;Cliente;DOM;PJ-21-3824;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;2;-1;0;SRV;USD;0;24/01/2023__19:00:18;Sede1
C013894;Cliente;PRI;PJ-22-3038;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;1;225;SRV;USD;225;5/01/2023__17:11:00;Sede1
C013894;Cliente;PRI;PJ-22-3038;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;4;-1;225;SRV;USD;-225;5/01/2023__17:07:59;Sede1
C012357;Cliente;USA;PJ-22-2322;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;1;-1;300;SRV;USD;-300;9/01/2023__19:17:57;Sede1
C0018;Cliente;USA;PJ-22-1437;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;2;1;300;SRV;USD;300;4/05/2022__21:45:45;Sede1
C0018;Cliente;USA;PJ-22-1436;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;2;1;300;SRV;USD;300;4/05/2022__21:43:57;Sede1
C011750;Cliente;USA;PJ-22-1167;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;3;1;300;SRV;USD;300;13/04/2022__16:15:27;Sede1
C012357;Cliente;USA;PJ-22-2322;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;4;1;300;SRV;USD;300;15/09/2022__13:35:45;Sede1
C0018;Cliente;USA;PJ-22-1755;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;1/06/2022__19:11:12;Sede1
C0018;Cliente;USA;PJ-22-1741;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;1/06/2022__17:34:33;Sede1
C016454;Cliente;USA;PJ-23-0805;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;2.75;1;300;SRV;USD;300;4/05/2023__20:04:44;Sede1
C8813;Cliente;USA;PJ-23-0671;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;4;1;360;SRV;USD;360;14/04/2023__17:46:16;Sede1
C016095;Cliente;USA;PJ-23-0462;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;5;1;250;SRV;USD;250;14/03/2023__18:16:50;Sede1
C012797;Cliente;USA;PJ-22-2189;3198;Start_Up_60kw;;Venta;SRV-FS;SERVICIOS;1;-1;0;SRV;USD;0;18/11/2022__15:05:55;Sede1
C012493;Cliente;USA;PJ-22-2226-02;3160;VerifDiagnó_7kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;18/11/2022__20:36:06;Sede1
C013389;Cliente;USA;PJ-22-2641;3194;Start_Up_20kw;;Venta;SRV-FS;SERVICIOS;4;1;175;SRV;USD;175;26/08/2022__02:01:23;Sede1
C0018;Cliente;USA;PJ-21-2574;14775;ATS_SU;;Venta;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;9/10/2021__18:45:25;Sede1
C0018;Cliente;USA;PJ-23-0846;3209;Start_Up_250kw;;Venta;SRV-FS;SERVICIOS;2;1;640;SRV;USD;640;11/05/2023__13:27:51;Sede1
C011869;Cliente;USA;PJ-22-3063-02;3165;VerifDiagnó_15kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;28/09/2022__22:19:14;Sede1
C011184;Cliente;USA;PJ-22-0120-02;14352;VerifDiagnó_ATS100L;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;24/01/2022__19:46:34;Sede1
C9073;Cliente;USA;PJ-21-2613-02;3162;VerifDiagnó10kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;2/03/2023__19:24:32;Sede1
C8813;Cliente;USA;PJ-21-1311-02;3186;VerifDiagnó500kw;;Venta;SRV-FS;SERVICIOS;1;1;350;SRV;USD;350;12/05/2023__13:06:57;Sede1
C013215;Cliente;USA;PJ-22-2515-02;3166;VerifDiagnó_20kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;19/08/2022__19:11:16;Sede1
C0419;Cliente;USA;PJ-21-1980-01;14859;Desconexión;;Venta;SRV-FS;SERVICIOS;1;1;600;pcs;USD;600;2/08/2022__20:35:19;Sede1
C0186;Dealers;USA;PJ-23-0910-02;3173;VerifDiagnó100kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;22/05/2023__17:29:16;Sede1
C1607;Cliente;USA;PJ-21-1388;3201;Start_Up_100kw;;Venta;SRV-FS;SERVICIOS;6;1;0;SRV;USD;0;18/09/2021__14:40:27;Sede1
C011063;Cliente;USA;PJ-22-0026-02;3161;VerifDiagnó_8kw;;Venta;SRV-FS;SERVICIOS;1;1;74.99;SRV;USD;74.99;21/01/2022__19:15:14;Sede1
C010734;Cliente;USA;PJ-21-3669;3192;Start_Up_12kw;;Venta;SRV-FS;SERVICIOS;4;1;150;SRV;USD;150;23/11/2021__22:10:24;Sede1
C9242;Cliente;USA;PJ-22-3223;3204;Start_Up_150kw;;Venta;SRV-FS;SERVICIOS;2;1;0;SRV;USD;0;28/09/2022__20:52:52;Sede1
C8931;Cliente;USA;PJ-21-1526;3211;Start_Up_350kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;13/10/2021__23:07:00;Sede1
C015093;Cliente;USA;PJ-22-3876;3190;Start_Up_10kw;;Venta;SRV-FS;SERVICIOS;5;1;150;SRV;USD;150;18/11/2022__14:48:52;Sede1
C0107;Cliente;USA;PJ-22-2415-02;3170;VerifDiagnó_60kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;5/08/2022__21:10:39;Sede1
C9654;Cliente;PRI;PJ-21-2029-02;3168;VerifDiagnó_40kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;26/09/2022__20:09:56;Sede1
C015716;Cliente;USA;PJ-23-0130;14960;Item_de_Ventas;;Venta;SRV-FS;SERVICIOS;4;1;2000;pcs;USD;2000;31/03/2023__16:11:41;Sede1
C010288;Cliente;USA;PJ-21-2729-02;3167;VerifDiagnó_30kw;;Venta;SRV-FS;SERVICIOS;1;1;175;SRV;USD;175;22/11/2022__13:24:17;Sede1
C012224;Cliente;USA;PJ-23-0198;14340;Start_Up_13kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;9/02/2023__19:59:12;Sede1
C011694;Cliente;USA;PJ-22-1028;3195;Start_Up_30kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;5/04/2022__19:08:04;Sede1
C010303;Cliente;USA;PJ-21-2861;3188;Start_Up_7kw;;Venta;SRV-FS;SERVICIOS;5;1;0;SRV;USD;0;19/10/2021__19:18:37;Sede1
C013011;Cliente;USA;PJ-22-2340;3208;Start_Up_225kw;;Venta;SRV-FS;SERVICIOS;4;1;350;SRV;USD;350;27/07/2022__13:24:20;Sede1
C011910;Cliente;PRI;PJ-22-1164-02;3187;VerifDiagnó600kw;;Venta;SRV-FS;SERVICIOS;1;1;1050;SRV;USD;1050;6/02/2023__19:14:29;Sede1
C014010;Cliente;USA;PJ-22-3131;18107;Start_Up_16kw;;Venta;SRV-FS;SERVICIOS;3;1;150;SRV;USD;150;24/09/2022__13:37:56;Sede1
C013011;Cliente;USA;PJ-22-3872;3202;Start_Up_130kw;;Venta;SRV-FS;SERVICIOS;6;-1;300;SRV;USD;-300;8/05/2023__20:08:32;Sede1
C013794;Cliente;USA;PJ-22-2988-02;3164;VerifDiagnó_12kw;;Venta;SRV-FS;SERVICIOS;1;1;150;SRV;USD;150;20/09/2022__14:10:49;Sede1
C9596;Cliente;USA;PJ-21-2006-02;3176;VerifDiagnó150kw;;Venta;SRV-FS;SERVICIOS;1;1;300;SRV;USD;300;8/10/2021__19:54:13;Sede1
C013894;Cliente;PRI;PJ-22-3038;3196;Start_Up_40kw;;Venta;SRV-FS;SERVICIOS;1.875;1;225;SRV;USD;225;21/09/2022__18:08:32;Sede1
C012357;Cliente;USA;PJ-22-2322;3199;Start_Up_80kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;9/01/2023__19:18:26;Sede1
C8813;Cliente;USA;PJ-21-1311;3212;Start_Up_400kw;;Venta;SRV-FS;SERVICIOS;4;1;0;SRV;USD;0;18/09/2021__14:18:33;Sede1
C0018;Cliente;USA;PJ-23-0539;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;24/03/2023__19:42:48;Sede1
C0018;Cliente;USA;PJ-23-0538;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;24/03/2023__19:41:47;Sede1
C0018;Cliente;USA;PJ-22-1605;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;4;1;0;pcs;USD;0;7/07/2022__13:59:20;Sede1
C0018;Cliente;USA;PJ-22-1682;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;25/05/2022__21:44:11;Sede1
C0018;Cliente;USA;PJ-21-3811;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;6/12/2021__23:35:42;Sede1
C0018;Cliente;USA;PJ-22-1605;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;2;1;0;pcs;USD;0;4/05/2023__17:15:50;Sede1
C0018;Cliente;USA;PJ-22-1605;14770;ATS_SU_400;;ADM;SRV-FS;SERVICIOS;3;-1;0;pcs;USD;0;4/05/2023__17:13:13;Sede1
C015716;Cliente;USA;PJ-23-0130;12791;Anticipo;;ADM;SRV;SERVICIOS;3;1;500;SRV;USD;500;8/03/2023__17:46:44;Sede1
C1040;Cliente;USA;PJ-22-0258;12791;Anticipo;;ADM;SRV;SERVICIOS;2;1;500;SRV;USD;500;6/07/2022__18:13:52;Sede1
C1040;Cliente;USA;PJ-22-0258;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;33000;SRV;USD;33000;6/07/2022__18:13:52;Sede1
C011958;Cliente;USA;PJ-22-1245;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;0;SRV;USD;15000;19/04/2022__22:11:41;Sede1
C8813;Cliente;USA;PJ-21-1311;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;0;SRV;USD;61650.67;24/01/2022__18:37:24;Sede1
C013389;Cliente;USA;PJ-22-2641;12791;Anticipo;;ADM;SRV;SERVICIOS;4;1;175;SRV;USD;175;6/09/2022__15:18:46;Sede1
C013389;Cliente;USA;PJ-22-2641;12791;Anticipo;;ADM;SRV;SERVICIOS;3;1;400;SRV;USD;400;6/09/2022__15:18:46;Sede1
C013389;Cliente;USA;PJ-22-2641;12791;Anticipo;;ADM;SRV;SERVICIOS;2;1;1500;SRV;USD;1500;6/09/2022__15:18:46;Sede1
C013389;Cliente;USA;PJ-22-2641;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;14500;SRV;USD;14500;6/09/2022__15:18:45;Sede1
C011958;Cliente;USA;PJ-22-1245-01;12791;Anticipo;;ADM;SRV;SERVICIOS;1;-1;599.99;SRV;USD;-599.99;29/08/2022__21:39:08;Sede1
C9654;Cliente;PRI;PJ-21-2030-03;12791;Anticipo;;ADM;SRV;SERVICIOS;1;-1;40;SRV;USD;-40;26/08/2022__17:42:26;Sede1
C9654;Cliente;PRI;PJ-21-2030-03;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;40;SRV;USD;40;26/08/2022__17:38:21;Sede1
C1040;Cliente;USA;PJ-22-0258;12791;Anticipo;;ADM;SRV;SERVICIOS;2;-1;500;SRV;USD;-500;6/07/2022__18:13:57;Sede1
C1040;Cliente;USA;PJ-22-0258;12791;Anticipo;;ADM;SRV;SERVICIOS;1;-1;33000;SRV;USD;-33000;6/07/2022__18:13:57;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;3;-1;400;SRV;USD;-400;6/09/2022__15:34:13;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;2;-1;2000;SRV;USD;-2000;6/09/2022__15:34:13;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;1;-1;19000;SRV;USD;-19000;6/09/2022__15:34:13;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;4;1;225;SRV;USD;225;6/09/2022__15:34:07;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;3;1;400;SRV;USD;400;6/09/2022__15:34:07;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;2;1;2000;SRV;USD;2000;6/09/2022__15:34:07;Sede1
C013389;Cliente;USA;PJ-22-2647;12791;Anticipo;;ADM;SRV;SERVICIOS;1;1;19000;SRV;USD;19000;6/09/2022__15:34:06;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;4;-1;300;SRV;USD;-300;6/09/2022__15:31:51;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;3;-1;800;SRV;USD;-800;6/09/2022__15:31:51;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;2;-1;5000;SRV;USD;-5000;6/09/2022__15:31:51;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;1;-1;38000;SRV;USD;-38000;6/09/2022__15:31:50;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;4;1;300;SRV;USD;300;6/09/2022__15:31:43;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;3;1;800;SRV;USD;800;6/09/2022__15:31:43;Sede1
C013389;Cliente;USA;PJ-22-2642;12791;Anticipo;;ADM;SRV;SERVICIOS;2;1;5000;SRV;USD;5000;6/09/2022__15:31:43;Sede1
